Date,DateKey,Year,Month,Day,Quarter,Weekday,Date_String
1942-10-06,6101942,1942,10,6,4,1,06-10-1942
1942-10-07,7101942,1942,10,7,4,2,07-10-1942
1942-10-08,8101942,1942,10,8,4,3,08-10-1942
1942-10-09,9101942,1942,10,9,4,4,09-10-1942
1942-10-10,10101942,1942,10,10,4,5,10-10-1942
1942-10-11,11101942,1942,10,11,4,6,11-10-1942
1942-10-12,12101942,1942,10,12,4,0,12-10-1942
1942-10-13,13101942,1942,10,13,4,1,13-10-1942
1942-10-14,14101942,1942,10,14,4,2,14-10-1942
1942-10-15,15101942,1942,10,15,4,3,15-10-1942
1942-10-16,16101942,1942,10,16,4,4,16-10-1942
1942-10-17,17101942,1942,10,17,4,5,17-10-1942
1942-10-18,18101942,1942,10,18,4,6,18-10-1942
1942-10-19,19101942,1942,10,19,4,0,19-10-1942
1942-10-20,20101942,1942,10,20,4,1,20-10-1942
1942-10-21,21101942,1942,10,21,4,2,21-10-1942
1942-10-22,22101942,1942,10,22,4,3,22-10-1942
1942-10-23,23101942,1942,10,23,4,4,23-10-1942
1942-10-24,24101942,1942,10,24,4,5,24-10-1942
1942-10-25,25101942,1942,10,25,4,6,25-10-1942
1942-10-26,26101942,1942,10,26,4,0,26-10-1942
1942-10-27,27101942,1942,10,27,4,1,27-10-1942
1942-10-28,28101942,1942,10,28,4,2,28-10-1942
1942-10-29,29101942,1942,10,29,4,3,29-10-1942
1942-10-30,30101942,1942,10,30,4,4,30-10-1942
1942-10-31,31101942,1942,10,31,4,5,31-10-1942
1942-11-01,1111942,1942,11,1,4,6,01-11-1942
1942-11-02,2111942,1942,11,2,4,0,02-11-1942
1942-11-03,3111942,1942,11,3,4,1,03-11-1942
1942-11-04,4111942,1942,11,4,4,2,04-11-1942
1942-11-05,5111942,1942,11,5,4,3,05-11-1942
1942-11-06,6111942,1942,11,6,4,4,06-11-1942
1942-11-07,7111942,1942,11,7,4,5,07-11-1942
1942-11-08,8111942,1942,11,8,4,6,08-11-1942
1942-11-09,9111942,1942,11,9,4,0,09-11-1942
1942-11-10,10111942,1942,11,10,4,1,10-11-1942
1942-11-11,11111942,1942,11,11,4,2,11-11-1942
1942-11-12,12111942,1942,11,12,4,3,12-11-1942
1942-11-13,13111942,1942,11,13,4,4,13-11-1942
1942-11-14,14111942,1942,11,14,4,5,14-11-1942
1942-11-15,15111942,1942,11,15,4,6,15-11-1942
1942-11-16,16111942,1942,11,16,4,0,16-11-1942
1942-11-17,17111942,1942,11,17,4,1,17-11-1942
1942-11-18,18111942,1942,11,18,4,2,18-11-1942
1942-11-19,19111942,1942,11,19,4,3,19-11-1942
1942-11-20,20111942,1942,11,20,4,4,20-11-1942
1942-11-21,21111942,1942,11,21,4,5,21-11-1942
1942-11-22,22111942,1942,11,22,4,6,22-11-1942
1942-11-23,23111942,1942,11,23,4,0,23-11-1942
1942-11-24,24111942,1942,11,24,4,1,24-11-1942
1942-11-25,25111942,1942,11,25,4,2,25-11-1942
1942-11-26,26111942,1942,11,26,4,3,26-11-1942
1942-11-27,27111942,1942,11,27,4,4,27-11-1942
1942-11-28,28111942,1942,11,28,4,5,28-11-1942
1942-11-29,29111942,1942,11,29,4,6,29-11-1942
1942-11-30,30111942,1942,11,30,4,0,30-11-1942
1942-12-01,1121942,1942,12,1,4,1,01-12-1942
1942-12-02,2121942,1942,12,2,4,2,02-12-1942
1942-12-03,3121942,1942,12,3,4,3,03-12-1942
1942-12-04,4121942,1942,12,4,4,4,04-12-1942
1942-12-05,5121942,1942,12,5,4,5,05-12-1942
1942-12-06,6121942,1942,12,6,4,6,06-12-1942
1942-12-07,7121942,1942,12,7,4,0,07-12-1942
1942-12-08,8121942,1942,12,8,4,1,08-12-1942
1942-12-09,9121942,1942,12,9,4,2,09-12-1942
1942-12-10,10121942,1942,12,10,4,3,10-12-1942
1942-12-11,11121942,1942,12,11,4,4,11-12-1942
1942-12-12,12121942,1942,12,12,4,5,12-12-1942
1942-12-13,13121942,1942,12,13,4,6,13-12-1942
1942-12-14,14121942,1942,12,14,4,0,14-12-1942
1942-12-15,15121942,1942,12,15,4,1,15-12-1942
1942-12-16,16121942,1942,12,16,4,2,16-12-1942
1942-12-17,17121942,1942,12,17,4,3,17-12-1942
1942-12-18,18121942,1942,12,18,4,4,18-12-1942
1942-12-19,19121942,1942,12,19,4,5,19-12-1942
1942-12-20,20121942,1942,12,20,4,6,20-12-1942
1942-12-21,21121942,1942,12,21,4,0,21-12-1942
1942-12-22,22121942,1942,12,22,4,1,22-12-1942
1942-12-23,23121942,1942,12,23,4,2,23-12-1942
1942-12-24,24121942,1942,12,24,4,3,24-12-1942
1942-12-25,25121942,1942,12,25,4,4,25-12-1942
1942-12-26,26121942,1942,12,26,4,5,26-12-1942
1942-12-27,27121942,1942,12,27,4,6,27-12-1942
1942-12-28,28121942,1942,12,28,4,0,28-12-1942
1942-12-29,29121942,1942,12,29,4,1,29-12-1942
1942-12-30,30121942,1942,12,30,4,2,30-12-1942
1942-12-31,31121942,1942,12,31,4,3,31-12-1942
1943-01-01,1011943,1943,1,1,1,4,01-01-1943
1943-01-02,2011943,1943,1,2,1,5,02-01-1943
1943-01-03,3011943,1943,1,3,1,6,03-01-1943
1943-01-04,4011943,1943,1,4,1,0,04-01-1943
1943-01-05,5011943,1943,1,5,1,1,05-01-1943
1943-01-06,6011943,1943,1,6,1,2,06-01-1943
1943-01-07,7011943,1943,1,7,1,3,07-01-1943
1943-01-08,8011943,1943,1,8,1,4,08-01-1943
1943-01-09,9011943,1943,1,9,1,5,09-01-1943
1943-01-10,10011943,1943,1,10,1,6,10-01-1943
1943-01-11,11011943,1943,1,11,1,0,11-01-1943
1943-01-12,12011943,1943,1,12,1,1,12-01-1943
1943-01-13,13011943,1943,1,13,1,2,13-01-1943
1943-01-14,14011943,1943,1,14,1,3,14-01-1943
1943-01-15,15011943,1943,1,15,1,4,15-01-1943
1943-01-16,16011943,1943,1,16,1,5,16-01-1943
1943-01-17,17011943,1943,1,17,1,6,17-01-1943
1943-01-18,18011943,1943,1,18,1,0,18-01-1943
1943-01-19,19011943,1943,1,19,1,1,19-01-1943
1943-01-20,20011943,1943,1,20,1,2,20-01-1943
1943-01-21,21011943,1943,1,21,1,3,21-01-1943
1943-01-22,22011943,1943,1,22,1,4,22-01-1943
1943-01-23,23011943,1943,1,23,1,5,23-01-1943
1943-01-24,24011943,1943,1,24,1,6,24-01-1943
1943-01-25,25011943,1943,1,25,1,0,25-01-1943
1943-01-26,26011943,1943,1,26,1,1,26-01-1943
1943-01-27,27011943,1943,1,27,1,2,27-01-1943
1943-01-28,28011943,1943,1,28,1,3,28-01-1943
1943-01-29,29011943,1943,1,29,1,4,29-01-1943
1943-01-30,30011943,1943,1,30,1,5,30-01-1943
1943-01-31,31011943,1943,1,31,1,6,31-01-1943
1943-02-01,1021943,1943,2,1,1,0,01-02-1943
1943-02-02,2021943,1943,2,2,1,1,02-02-1943
1943-02-03,3021943,1943,2,3,1,2,03-02-1943
1943-02-04,4021943,1943,2,4,1,3,04-02-1943
1943-02-05,5021943,1943,2,5,1,4,05-02-1943
1943-02-06,6021943,1943,2,6,1,5,06-02-1943
1943-02-07,7021943,1943,2,7,1,6,07-02-1943
1943-02-08,8021943,1943,2,8,1,0,08-02-1943
1943-02-09,9021943,1943,2,9,1,1,09-02-1943
1943-02-10,10021943,1943,2,10,1,2,10-02-1943
1943-02-11,11021943,1943,2,11,1,3,11-02-1943
1943-02-12,12021943,1943,2,12,1,4,12-02-1943
1943-02-13,13021943,1943,2,13,1,5,13-02-1943
1943-02-14,14021943,1943,2,14,1,6,14-02-1943
1943-02-15,15021943,1943,2,15,1,0,15-02-1943
1943-02-16,16021943,1943,2,16,1,1,16-02-1943
1943-02-17,17021943,1943,2,17,1,2,17-02-1943
1943-02-18,18021943,1943,2,18,1,3,18-02-1943
1943-02-19,19021943,1943,2,19,1,4,19-02-1943
1943-02-20,20021943,1943,2,20,1,5,20-02-1943
1943-02-21,21021943,1943,2,21,1,6,21-02-1943
1943-02-22,22021943,1943,2,22,1,0,22-02-1943
1943-02-23,23021943,1943,2,23,1,1,23-02-1943
1943-02-24,24021943,1943,2,24,1,2,24-02-1943
1943-02-25,25021943,1943,2,25,1,3,25-02-1943
1943-02-26,26021943,1943,2,26,1,4,26-02-1943
1943-02-27,27021943,1943,2,27,1,5,27-02-1943
1943-02-28,28021943,1943,2,28,1,6,28-02-1943
1943-03-01,1031943,1943,3,1,1,0,01-03-1943
1943-03-02,2031943,1943,3,2,1,1,02-03-1943
1943-03-03,3031943,1943,3,3,1,2,03-03-1943
1943-03-04,4031943,1943,3,4,1,3,04-03-1943
1943-03-05,5031943,1943,3,5,1,4,05-03-1943
1943-03-06,6031943,1943,3,6,1,5,06-03-1943
1943-03-07,7031943,1943,3,7,1,6,07-03-1943
1943-03-08,8031943,1943,3,8,1,0,08-03-1943
1943-03-09,9031943,1943,3,9,1,1,09-03-1943
1943-03-10,10031943,1943,3,10,1,2,10-03-1943
1943-03-11,11031943,1943,3,11,1,3,11-03-1943
1943-03-12,12031943,1943,3,12,1,4,12-03-1943
1943-03-13,13031943,1943,3,13,1,5,13-03-1943
1943-03-14,14031943,1943,3,14,1,6,14-03-1943
1943-03-15,15031943,1943,3,15,1,0,15-03-1943
1943-03-16,16031943,1943,3,16,1,1,16-03-1943
1943-03-17,17031943,1943,3,17,1,2,17-03-1943
1943-03-18,18031943,1943,3,18,1,3,18-03-1943
1943-03-19,19031943,1943,3,19,1,4,19-03-1943
1943-03-20,20031943,1943,3,20,1,5,20-03-1943
1943-03-21,21031943,1943,3,21,1,6,21-03-1943
1943-03-22,22031943,1943,3,22,1,0,22-03-1943
1943-03-23,23031943,1943,3,23,1,1,23-03-1943
1943-03-24,24031943,1943,3,24,1,2,24-03-1943
1943-03-25,25031943,1943,3,25,1,3,25-03-1943
1943-03-26,26031943,1943,3,26,1,4,26-03-1943
1943-03-27,27031943,1943,3,27,1,5,27-03-1943
1943-03-28,28031943,1943,3,28,1,6,28-03-1943
1943-03-29,29031943,1943,3,29,1,0,29-03-1943
1943-03-30,30031943,1943,3,30,1,1,30-03-1943
1943-03-31,31031943,1943,3,31,1,2,31-03-1943
1943-04-01,1041943,1943,4,1,2,3,01-04-1943
1943-04-02,2041943,1943,4,2,2,4,02-04-1943
1943-04-03,3041943,1943,4,3,2,5,03-04-1943
1943-04-04,4041943,1943,4,4,2,6,04-04-1943
1943-04-05,5041943,1943,4,5,2,0,05-04-1943
1943-04-06,6041943,1943,4,6,2,1,06-04-1943
1943-04-07,7041943,1943,4,7,2,2,07-04-1943
1943-04-08,8041943,1943,4,8,2,3,08-04-1943
1943-04-09,9041943,1943,4,9,2,4,09-04-1943
1943-04-10,10041943,1943,4,10,2,5,10-04-1943
1943-04-11,11041943,1943,4,11,2,6,11-04-1943
1943-04-12,12041943,1943,4,12,2,0,12-04-1943
1943-04-13,13041943,1943,4,13,2,1,13-04-1943
1943-04-14,14041943,1943,4,14,2,2,14-04-1943
1943-04-15,15041943,1943,4,15,2,3,15-04-1943
1943-04-16,16041943,1943,4,16,2,4,16-04-1943
1943-04-17,17041943,1943,4,17,2,5,17-04-1943
1943-04-18,18041943,1943,4,18,2,6,18-04-1943
1943-04-19,19041943,1943,4,19,2,0,19-04-1943
1943-04-20,20041943,1943,4,20,2,1,20-04-1943
1943-04-21,21041943,1943,4,21,2,2,21-04-1943
1943-04-22,22041943,1943,4,22,2,3,22-04-1943
1943-04-23,23041943,1943,4,23,2,4,23-04-1943
1943-04-24,24041943,1943,4,24,2,5,24-04-1943
1943-04-25,25041943,1943,4,25,2,6,25-04-1943
1943-04-26,26041943,1943,4,26,2,0,26-04-1943
1943-04-27,27041943,1943,4,27,2,1,27-04-1943
1943-04-28,28041943,1943,4,28,2,2,28-04-1943
1943-04-29,29041943,1943,4,29,2,3,29-04-1943
1943-04-30,30041943,1943,4,30,2,4,30-04-1943
1943-05-01,1051943,1943,5,1,2,5,01-05-1943
1943-05-02,2051943,1943,5,2,2,6,02-05-1943
1943-05-03,3051943,1943,5,3,2,0,03-05-1943
1943-05-04,4051943,1943,5,4,2,1,04-05-1943
1943-05-05,5051943,1943,5,5,2,2,05-05-1943
1943-05-06,6051943,1943,5,6,2,3,06-05-1943
1943-05-07,7051943,1943,5,7,2,4,07-05-1943
1943-05-08,8051943,1943,5,8,2,5,08-05-1943
1943-05-09,9051943,1943,5,9,2,6,09-05-1943
1943-05-10,10051943,1943,5,10,2,0,10-05-1943
1943-05-11,11051943,1943,5,11,2,1,11-05-1943
1943-05-12,12051943,1943,5,12,2,2,12-05-1943
1943-05-13,13051943,1943,5,13,2,3,13-05-1943
1943-05-14,14051943,1943,5,14,2,4,14-05-1943
1943-05-15,15051943,1943,5,15,2,5,15-05-1943
1943-05-16,16051943,1943,5,16,2,6,16-05-1943
1943-05-17,17051943,1943,5,17,2,0,17-05-1943
1943-05-18,18051943,1943,5,18,2,1,18-05-1943
1943-05-19,19051943,1943,5,19,2,2,19-05-1943
1943-05-20,20051943,1943,5,20,2,3,20-05-1943
1943-05-21,21051943,1943,5,21,2,4,21-05-1943
1943-05-22,22051943,1943,5,22,2,5,22-05-1943
1943-05-23,23051943,1943,5,23,2,6,23-05-1943
1943-05-24,24051943,1943,5,24,2,0,24-05-1943
1943-05-25,25051943,1943,5,25,2,1,25-05-1943
1943-05-26,26051943,1943,5,26,2,2,26-05-1943
1943-05-27,27051943,1943,5,27,2,3,27-05-1943
1943-05-28,28051943,1943,5,28,2,4,28-05-1943
1943-05-29,29051943,1943,5,29,2,5,29-05-1943
1943-05-30,30051943,1943,5,30,2,6,30-05-1943
1943-05-31,31051943,1943,5,31,2,0,31-05-1943
1943-06-01,1061943,1943,6,1,2,1,01-06-1943
1943-06-02,2061943,1943,6,2,2,2,02-06-1943
1943-06-03,3061943,1943,6,3,2,3,03-06-1943
1943-06-04,4061943,1943,6,4,2,4,04-06-1943
1943-06-05,5061943,1943,6,5,2,5,05-06-1943
1943-06-06,6061943,1943,6,6,2,6,06-06-1943
1943-06-07,7061943,1943,6,7,2,0,07-06-1943
1943-06-08,8061943,1943,6,8,2,1,08-06-1943
1943-06-09,9061943,1943,6,9,2,2,09-06-1943
1943-06-10,10061943,1943,6,10,2,3,10-06-1943
1943-06-11,11061943,1943,6,11,2,4,11-06-1943
1943-06-12,12061943,1943,6,12,2,5,12-06-1943
1943-06-13,13061943,1943,6,13,2,6,13-06-1943
1943-06-14,14061943,1943,6,14,2,0,14-06-1943
1943-06-15,15061943,1943,6,15,2,1,15-06-1943
1943-06-16,16061943,1943,6,16,2,2,16-06-1943
1943-06-17,17061943,1943,6,17,2,3,17-06-1943
1943-06-18,18061943,1943,6,18,2,4,18-06-1943
1943-06-19,19061943,1943,6,19,2,5,19-06-1943
1943-06-20,20061943,1943,6,20,2,6,20-06-1943
1943-06-21,21061943,1943,6,21,2,0,21-06-1943
1943-06-22,22061943,1943,6,22,2,1,22-06-1943
1943-06-23,23061943,1943,6,23,2,2,23-06-1943
1943-06-24,24061943,1943,6,24,2,3,24-06-1943
1943-06-25,25061943,1943,6,25,2,4,25-06-1943
1943-06-26,26061943,1943,6,26,2,5,26-06-1943
1943-06-27,27061943,1943,6,27,2,6,27-06-1943
1943-06-28,28061943,1943,6,28,2,0,28-06-1943
1943-06-29,29061943,1943,6,29,2,1,29-06-1943
1943-06-30,30061943,1943,6,30,2,2,30-06-1943
1943-07-01,1071943,1943,7,1,3,3,01-07-1943
1943-07-02,2071943,1943,7,2,3,4,02-07-1943
1943-07-03,3071943,1943,7,3,3,5,03-07-1943
1943-07-04,4071943,1943,7,4,3,6,04-07-1943
1943-07-05,5071943,1943,7,5,3,0,05-07-1943
1943-07-06,6071943,1943,7,6,3,1,06-07-1943
1943-07-07,7071943,1943,7,7,3,2,07-07-1943
1943-07-08,8071943,1943,7,8,3,3,08-07-1943
1943-07-09,9071943,1943,7,9,3,4,09-07-1943
1943-07-10,10071943,1943,7,10,3,5,10-07-1943
1943-07-11,11071943,1943,7,11,3,6,11-07-1943
1943-07-12,12071943,1943,7,12,3,0,12-07-1943
1943-07-13,13071943,1943,7,13,3,1,13-07-1943
1943-07-14,14071943,1943,7,14,3,2,14-07-1943
1943-07-15,15071943,1943,7,15,3,3,15-07-1943
1943-07-16,16071943,1943,7,16,3,4,16-07-1943
1943-07-17,17071943,1943,7,17,3,5,17-07-1943
1943-07-18,18071943,1943,7,18,3,6,18-07-1943
1943-07-19,19071943,1943,7,19,3,0,19-07-1943
1943-07-20,20071943,1943,7,20,3,1,20-07-1943
1943-07-21,21071943,1943,7,21,3,2,21-07-1943
1943-07-22,22071943,1943,7,22,3,3,22-07-1943
1943-07-23,23071943,1943,7,23,3,4,23-07-1943
1943-07-24,24071943,1943,7,24,3,5,24-07-1943
1943-07-25,25071943,1943,7,25,3,6,25-07-1943
1943-07-26,26071943,1943,7,26,3,0,26-07-1943
1943-07-27,27071943,1943,7,27,3,1,27-07-1943
1943-07-28,28071943,1943,7,28,3,2,28-07-1943
1943-07-29,29071943,1943,7,29,3,3,29-07-1943
1943-07-30,30071943,1943,7,30,3,4,30-07-1943
1943-07-31,31071943,1943,7,31,3,5,31-07-1943
1943-08-01,1081943,1943,8,1,3,6,01-08-1943
1943-08-02,2081943,1943,8,2,3,0,02-08-1943
1943-08-03,3081943,1943,8,3,3,1,03-08-1943
1943-08-04,4081943,1943,8,4,3,2,04-08-1943
1943-08-05,5081943,1943,8,5,3,3,05-08-1943
1943-08-06,6081943,1943,8,6,3,4,06-08-1943
1943-08-07,7081943,1943,8,7,3,5,07-08-1943
1943-08-08,8081943,1943,8,8,3,6,08-08-1943
1943-08-09,9081943,1943,8,9,3,0,09-08-1943
1943-08-10,10081943,1943,8,10,3,1,10-08-1943
1943-08-11,11081943,1943,8,11,3,2,11-08-1943
1943-08-12,12081943,1943,8,12,3,3,12-08-1943
1943-08-13,13081943,1943,8,13,3,4,13-08-1943
1943-08-14,14081943,1943,8,14,3,5,14-08-1943
1943-08-15,15081943,1943,8,15,3,6,15-08-1943
1943-08-16,16081943,1943,8,16,3,0,16-08-1943
1943-08-17,17081943,1943,8,17,3,1,17-08-1943
1943-08-18,18081943,1943,8,18,3,2,18-08-1943
1943-08-19,19081943,1943,8,19,3,3,19-08-1943
1943-08-20,20081943,1943,8,20,3,4,20-08-1943
1943-08-21,21081943,1943,8,21,3,5,21-08-1943
1943-08-22,22081943,1943,8,22,3,6,22-08-1943
1943-08-23,23081943,1943,8,23,3,0,23-08-1943
1943-08-24,24081943,1943,8,24,3,1,24-08-1943
1943-08-25,25081943,1943,8,25,3,2,25-08-1943
1943-08-26,26081943,1943,8,26,3,3,26-08-1943
1943-08-27,27081943,1943,8,27,3,4,27-08-1943
1943-08-28,28081943,1943,8,28,3,5,28-08-1943
1943-08-29,29081943,1943,8,29,3,6,29-08-1943
1943-08-30,30081943,1943,8,30,3,0,30-08-1943
1943-08-31,31081943,1943,8,31,3,1,31-08-1943
1943-09-01,1091943,1943,9,1,3,2,01-09-1943
1943-09-02,2091943,1943,9,2,3,3,02-09-1943
1943-09-03,3091943,1943,9,3,3,4,03-09-1943
1943-09-04,4091943,1943,9,4,3,5,04-09-1943
1943-09-05,5091943,1943,9,5,3,6,05-09-1943
1943-09-06,6091943,1943,9,6,3,0,06-09-1943
1943-09-07,7091943,1943,9,7,3,1,07-09-1943
1943-09-08,8091943,1943,9,8,3,2,08-09-1943
1943-09-09,9091943,1943,9,9,3,3,09-09-1943
1943-09-10,10091943,1943,9,10,3,4,10-09-1943
1943-09-11,11091943,1943,9,11,3,5,11-09-1943
1943-09-12,12091943,1943,9,12,3,6,12-09-1943
1943-09-13,13091943,1943,9,13,3,0,13-09-1943
1943-09-14,14091943,1943,9,14,3,1,14-09-1943
1943-09-15,15091943,1943,9,15,3,2,15-09-1943
1943-09-16,16091943,1943,9,16,3,3,16-09-1943
1943-09-17,17091943,1943,9,17,3,4,17-09-1943
1943-09-18,18091943,1943,9,18,3,5,18-09-1943
1943-09-19,19091943,1943,9,19,3,6,19-09-1943
1943-09-20,20091943,1943,9,20,3,0,20-09-1943
1943-09-21,21091943,1943,9,21,3,1,21-09-1943
1943-09-22,22091943,1943,9,22,3,2,22-09-1943
1943-09-23,23091943,1943,9,23,3,3,23-09-1943
1943-09-24,24091943,1943,9,24,3,4,24-09-1943
1943-09-25,25091943,1943,9,25,3,5,25-09-1943
1943-09-26,26091943,1943,9,26,3,6,26-09-1943
1943-09-27,27091943,1943,9,27,3,0,27-09-1943
1943-09-28,28091943,1943,9,28,3,1,28-09-1943
1943-09-29,29091943,1943,9,29,3,2,29-09-1943
1943-09-30,30091943,1943,9,30,3,3,30-09-1943
1943-10-01,1101943,1943,10,1,4,4,01-10-1943
1943-10-02,2101943,1943,10,2,4,5,02-10-1943
1943-10-03,3101943,1943,10,3,4,6,03-10-1943
1943-10-04,4101943,1943,10,4,4,0,04-10-1943
1943-10-05,5101943,1943,10,5,4,1,05-10-1943
1943-10-06,6101943,1943,10,6,4,2,06-10-1943
1943-10-07,7101943,1943,10,7,4,3,07-10-1943
1943-10-08,8101943,1943,10,8,4,4,08-10-1943
1943-10-09,9101943,1943,10,9,4,5,09-10-1943
1943-10-10,10101943,1943,10,10,4,6,10-10-1943
1943-10-11,11101943,1943,10,11,4,0,11-10-1943
1943-10-12,12101943,1943,10,12,4,1,12-10-1943
1943-10-13,13101943,1943,10,13,4,2,13-10-1943
1943-10-14,14101943,1943,10,14,4,3,14-10-1943
1943-10-15,15101943,1943,10,15,4,4,15-10-1943
1943-10-16,16101943,1943,10,16,4,5,16-10-1943
1943-10-17,17101943,1943,10,17,4,6,17-10-1943
1943-10-18,18101943,1943,10,18,4,0,18-10-1943
1943-10-19,19101943,1943,10,19,4,1,19-10-1943
1943-10-20,20101943,1943,10,20,4,2,20-10-1943
1943-10-21,21101943,1943,10,21,4,3,21-10-1943
1943-10-22,22101943,1943,10,22,4,4,22-10-1943
1943-10-23,23101943,1943,10,23,4,5,23-10-1943
1943-10-24,24101943,1943,10,24,4,6,24-10-1943
1943-10-25,25101943,1943,10,25,4,0,25-10-1943
1943-10-26,26101943,1943,10,26,4,1,26-10-1943
1943-10-27,27101943,1943,10,27,4,2,27-10-1943
1943-10-28,28101943,1943,10,28,4,3,28-10-1943
1943-10-29,29101943,1943,10,29,4,4,29-10-1943
1943-10-30,30101943,1943,10,30,4,5,30-10-1943
1943-10-31,31101943,1943,10,31,4,6,31-10-1943
1943-11-01,1111943,1943,11,1,4,0,01-11-1943
1943-11-02,2111943,1943,11,2,4,1,02-11-1943
1943-11-03,3111943,1943,11,3,4,2,03-11-1943
1943-11-04,4111943,1943,11,4,4,3,04-11-1943
1943-11-05,5111943,1943,11,5,4,4,05-11-1943
1943-11-06,6111943,1943,11,6,4,5,06-11-1943
1943-11-07,7111943,1943,11,7,4,6,07-11-1943
1943-11-08,8111943,1943,11,8,4,0,08-11-1943
1943-11-09,9111943,1943,11,9,4,1,09-11-1943
1943-11-10,10111943,1943,11,10,4,2,10-11-1943
1943-11-11,11111943,1943,11,11,4,3,11-11-1943
1943-11-12,12111943,1943,11,12,4,4,12-11-1943
1943-11-13,13111943,1943,11,13,4,5,13-11-1943
1943-11-14,14111943,1943,11,14,4,6,14-11-1943
1943-11-15,15111943,1943,11,15,4,0,15-11-1943
1943-11-16,16111943,1943,11,16,4,1,16-11-1943
1943-11-17,17111943,1943,11,17,4,2,17-11-1943
1943-11-18,18111943,1943,11,18,4,3,18-11-1943
1943-11-19,19111943,1943,11,19,4,4,19-11-1943
1943-11-20,20111943,1943,11,20,4,5,20-11-1943
1943-11-21,21111943,1943,11,21,4,6,21-11-1943
1943-11-22,22111943,1943,11,22,4,0,22-11-1943
1943-11-23,23111943,1943,11,23,4,1,23-11-1943
1943-11-24,24111943,1943,11,24,4,2,24-11-1943
1943-11-25,25111943,1943,11,25,4,3,25-11-1943
1943-11-26,26111943,1943,11,26,4,4,26-11-1943
1943-11-27,27111943,1943,11,27,4,5,27-11-1943
1943-11-28,28111943,1943,11,28,4,6,28-11-1943
1943-11-29,29111943,1943,11,29,4,0,29-11-1943
1943-11-30,30111943,1943,11,30,4,1,30-11-1943
1943-12-01,1121943,1943,12,1,4,2,01-12-1943
1943-12-02,2121943,1943,12,2,4,3,02-12-1943
1943-12-03,3121943,1943,12,3,4,4,03-12-1943
1943-12-04,4121943,1943,12,4,4,5,04-12-1943
1943-12-05,5121943,1943,12,5,4,6,05-12-1943
1943-12-06,6121943,1943,12,6,4,0,06-12-1943
1943-12-07,7121943,1943,12,7,4,1,07-12-1943
1943-12-08,8121943,1943,12,8,4,2,08-12-1943
1943-12-09,9121943,1943,12,9,4,3,09-12-1943
1943-12-10,10121943,1943,12,10,4,4,10-12-1943
1943-12-11,11121943,1943,12,11,4,5,11-12-1943
1943-12-12,12121943,1943,12,12,4,6,12-12-1943
1943-12-13,13121943,1943,12,13,4,0,13-12-1943
1943-12-14,14121943,1943,12,14,4,1,14-12-1943
1943-12-15,15121943,1943,12,15,4,2,15-12-1943
1943-12-16,16121943,1943,12,16,4,3,16-12-1943
1943-12-17,17121943,1943,12,17,4,4,17-12-1943
1943-12-18,18121943,1943,12,18,4,5,18-12-1943
1943-12-19,19121943,1943,12,19,4,6,19-12-1943
1943-12-20,20121943,1943,12,20,4,0,20-12-1943
1943-12-21,21121943,1943,12,21,4,1,21-12-1943
1943-12-22,22121943,1943,12,22,4,2,22-12-1943
1943-12-23,23121943,1943,12,23,4,3,23-12-1943
1943-12-24,24121943,1943,12,24,4,4,24-12-1943
1943-12-25,25121943,1943,12,25,4,5,25-12-1943
1943-12-26,26121943,1943,12,26,4,6,26-12-1943
1943-12-27,27121943,1943,12,27,4,0,27-12-1943
1943-12-28,28121943,1943,12,28,4,1,28-12-1943
1943-12-29,29121943,1943,12,29,4,2,29-12-1943
1943-12-30,30121943,1943,12,30,4,3,30-12-1943
1943-12-31,31121943,1943,12,31,4,4,31-12-1943
1944-01-01,1011944,1944,1,1,1,5,01-01-1944
1944-01-02,2011944,1944,1,2,1,6,02-01-1944
1944-01-03,3011944,1944,1,3,1,0,03-01-1944
1944-01-04,4011944,1944,1,4,1,1,04-01-1944
1944-01-05,5011944,1944,1,5,1,2,05-01-1944
1944-01-06,6011944,1944,1,6,1,3,06-01-1944
1944-01-07,7011944,1944,1,7,1,4,07-01-1944
1944-01-08,8011944,1944,1,8,1,5,08-01-1944
1944-01-09,9011944,1944,1,9,1,6,09-01-1944
1944-01-10,10011944,1944,1,10,1,0,10-01-1944
1944-01-11,11011944,1944,1,11,1,1,11-01-1944
1944-01-12,12011944,1944,1,12,1,2,12-01-1944
1944-01-13,13011944,1944,1,13,1,3,13-01-1944
1944-01-14,14011944,1944,1,14,1,4,14-01-1944
1944-01-15,15011944,1944,1,15,1,5,15-01-1944
1944-01-16,16011944,1944,1,16,1,6,16-01-1944
1944-01-17,17011944,1944,1,17,1,0,17-01-1944
1944-01-18,18011944,1944,1,18,1,1,18-01-1944
1944-01-19,19011944,1944,1,19,1,2,19-01-1944
1944-01-20,20011944,1944,1,20,1,3,20-01-1944
1944-01-21,21011944,1944,1,21,1,4,21-01-1944
1944-01-22,22011944,1944,1,22,1,5,22-01-1944
1944-01-23,23011944,1944,1,23,1,6,23-01-1944
1944-01-24,24011944,1944,1,24,1,0,24-01-1944
1944-01-25,25011944,1944,1,25,1,1,25-01-1944
1944-01-26,26011944,1944,1,26,1,2,26-01-1944
1944-01-27,27011944,1944,1,27,1,3,27-01-1944
1944-01-28,28011944,1944,1,28,1,4,28-01-1944
1944-01-29,29011944,1944,1,29,1,5,29-01-1944
